uid,file_name,rel_dir,total_pixels,count_other,pct_other,count_vegetation,pct_vegetation,count_sky,pct_sky,count_building,pct_building,count_pavement_road,pct_pavement_road,count_water,pct_water,count_vehicle_clutter,pct_vehicle_clutter
3072,superclass_3072.png,district_1/ben_thanh,409600,302981,0.73969970703125,2622,0.0064013671875,4,9.765625e-06,1728,0.00421875,43765,0.10684814453125,58500,0.142822265625,0,0.0
3073,superclass_3073.png,district_1/ben_thanh,409600,370542,0.9046435546875,2361,0.00576416015625,31,7.568359375e-05,3183,0.00777099609375,12011,0.02932373046875,21472,0.052421875,0,0.0
3074,superclass_3074.png,district_1/ben_thanh,409600,368408,0.89943359375,3105,0.00758056640625,5,1.220703125e-05,2981,0.00727783203125,11347,0.02770263671875,23754,0.0579931640625,0,0.0
3075,superclass_3075.png,district_1/ben_thanh,409600,354402,0.8652392578125,2935,0.00716552734375,11,2.685546875e-05,1350,0.0032958984375,17742,0.0433154296875,33160,0.08095703125,0,0.0
3076,superclass_3076.png,district_1/ben_thanh,409600,373820,0.912646484375,706,0.0017236328125,17,4.150390625e-05,2326,0.0056787109375,12034,0.0293798828125,20697,0.05052978515625,0,0.0
3077,superclass_3077.png,district_1/ben_thanh,409600,354011,0.86428466796875,5372,0.013115234375,20,4.8828125e-05,1454,0.0035498046875,19426,0.0474267578125,29317,0.07157470703125,0,0.0
3078,superclass_3078.png,district_1/ben_thanh,409600,366900,0.895751953125,2443,0.00596435546875,16,3.90625e-05,1954,0.0047705078125,10251,0.02502685546875,28036,0.068447265625,0,0.0
3079,superclass_3079.png,district_1/ben_thanh,409600,372824,0.91021484375,2018,0.0049267578125,0,0.0,1242,0.0030322265625,10476,0.025576171875,23040,0.05625,0,0.0
3080,superclass_3080.png,district_1/ben_thanh,409600,343144,0.83775390625,3327,0.00812255859375,89,0.00021728515625,2662,0.0064990234375,42683,0.10420654296875,17695,0.04320068359375,0,0.0
3081,superclass_3081.png,district_1/ben_thanh,409600,359433,0.87752197265625,2783,0.00679443359375,1,2.44140625e-06,2439,0.00595458984375,14829,0.03620361328125,30115,0.07352294921875,0,0.0
3082,superclass_3082.png,district_1/ben_thanh,409600,343723,0.83916748046875,4265,0.01041259765625,78,0.0001904296875,2559,0.00624755859375,41374,0.1010107421875,17601,0.04297119140625,0,0.0
3083,superclass_3083.png,district_1/ben_thanh,409600,343721,0.83916259765625,1344,0.00328125,224,0.000546875,873,0.00213134765625,38651,0.09436279296875,24787,0.06051513671875,0,0.0
3084,superclass_3084.png,district_1/ben_thanh,409600,376388,0.918916015625,2442,0.0059619140625,66,0.0001611328125,1347,0.00328857421875,9709,0.02370361328125,19648,0.04796875,0,0.0
3085,superclass_3085.png,district_1/ben_thanh,409600,356099,0.86938232421875,3856,0.0094140625,133,0.00032470703125,1790,0.0043701171875,17699,0.04321044921875,30023,0.07329833984375,0,0.0
3086,superclass_3086.png,district_1/ben_thanh,409600,378053,0.92298095703125,1572,0.003837890625,145,0.00035400390625,1245,0.00303955078125,9465,0.02310791015625,19120,0.0466796875,0,0.0
3087,superclass_3087.png,district_1/ben_thanh,409600,299910,0.7322021484375,3583,0.00874755859375,75,0.00018310546875,2568,0.00626953125,53802,0.1313525390625,49662,0.1212451171875,0,0.0
3088,superclass_3088.png,district_1/ben_thanh,409600,363865,0.88834228515625,4794,0.0117041015625,22,5.37109375e-05,1411,0.00344482421875,23364,0.057041015625,16144,0.0394140625,0,0.0
3089,superclass_3089.png,district_1/ben_thanh,409600,341152,0.832890625,1468,0.003583984375,127,0.00031005859375,807,0.00197021484375,37768,0.09220703125,28278,0.0690380859375,0,0.0
3090,superclass_3090.png,district_1/ben_thanh,409600,376439,0.91904052734375,1669,0.00407470703125,82,0.0002001953125,1241,0.00302978515625,9337,0.02279541015625,20832,0.050859375,0,0.0
3091,superclass_3091.png,district_1/ben_thanh,409600,353104,0.8620703125,3222,0.0078662109375,71,0.00017333984375,1739,0.00424560546875,20756,0.050673828125,30708,0.074970703125,0,0.0
3092,superclass_3092.png,district_1/ben_thanh,409600,365959,0.89345458984375,4681,0.01142822265625,10,2.44140625e-05,1008,0.0024609375,21668,0.052900390625,16274,0.0397314453125,0,0.0
