u,v,key,osmid,highway,name,oneway,reversed,length,geometry,maxspeed,lanes,service,ref,bridge,width,tunnel,access,junction
366376445,11824748840,0,713810693,primary,Đường Võ Văn Kiệt,False,False,15.986341373340382,"LINESTRING (106.6522154 10.7452074, 106.65209 10.7451333)",50,2,,,,,,,
366376445,4202267677,0,713810693,primary,Đường Võ Văn Kiệt,False,True,24.659275685992352,"LINESTRING (106.6522154 10.7452074, 106.6524104 10.7453191)",50,2,,,,,,,
366376445,6711090983,0,1273362960,residential,Đường Bình Tây,False,False,12.226580187083819,"LINESTRING (106.6522154 10.7452074, 106.6521127 10.7452511)",50,1,,,,,,,
366376502,2042473824,0,32578232,residential,Võ Trứ,False,True,39.248163404882135,"LINESTRING (106.6726632 10.7469876, 106.6727391 10.7466426)",,,,,,,,,
366376502,6449012681,0,1265535833,secondary,Hưng Phú,False,False,18.934892446769492,"LINESTRING (106.6726632 10.7469876, 106.6724921 10.7469604)",,2,,,,,,,
366376502,5802709327,0,1265535834,secondary,Hưng Phú,False,True,12.327003197468663,"LINESTRING (106.6726632 10.7469876, 106.672746 10.7470023, 106.6727739 10.7470089)",,2,,,,,,,
366376560,4956026934,0,32580135,residential,Đường Số 65,False,True,131.24455577547766,"LINESTRING (106.7312019 10.8060519, 106.73131 10.8061387, 106.7318953 10.8064113, 106.7319562 10.8067409, 106.7319554 10.8068128)",,,,,,,,,
366376560,5733084738,0,32580686,tertiary,Quốc Hương,False,False,124.36010684052128,"LINESTRING (106.7312019 10.8060519, 106.7312083 10.806148, 106.7309516 10.8071385)",50,,,,,,,,
366376560,366385031,0,32580686,tertiary,Quốc Hương,False,True,89.0302142487894,"LINESTRING (106.7312019 10.8060519, 106.7311822 10.8058945, 106.7311952 10.8057302, 106.7313377 10.8052739)",50,,,,,,,,
366376560,3664004626,0,961620961,residential,Thái Ly,False,False,62.27119551401039,"LINESTRING (106.7312019 10.8060519, 106.7310744 10.8059984, 106.730671 10.805848)",,,,,,,,,
366376803,6466241179,0,797369921,tertiary,Bến Mễ Cốc,False,True,10.70457162702904,"LINESTRING (106.6324605 10.7282458, 106.6324389 10.7281519)",,,,,,,,,
366376803,6639572880,0,797369922,tertiary,Bến Mễ Cốc,False,False,40.98492952060224,"LINESTRING (106.6324605 10.7282458, 106.6322549 10.7279375)",,,,,,,,,
366376803,5748092869,0,33572011,tertiary,Bến Mễ Cốc,False,True,115.84944494144789,"LINESTRING (106.6324605 10.7282458, 106.6325097 10.7283488, 106.6326483 10.7286386, 106.6329 10.7291939)",,2,,,,,,,
366376872,6432690917,0,32580232,residential,Hẻm 100 Bùi Minh Trực,False,True,59.437907006378715,"LINESTRING (106.6599962 10.7403219, 106.6600182 10.7397878)",,,,,,,,,
366376872,6432751499,0,686305085,residential,Hẻm 1199/12 Phạm Thế Hiển,False,False,31.953944252642454,"LINESTRING (106.6599962 10.7403219, 106.6597064 10.740283)",,,,,,,,,
366376872,5763223041,0,1212421757,service,Hẻm 1199 Phạm Thế Hiển,False,False,22.37996091200855,"LINESTRING (106.6599962 10.7403219, 106.6599772 10.7405223)",,,,,,,,,
366376872,6432751504,0,608262957,residential,Hẻm 1199 Phạm Thế Hiển,False,True,58.265080869125065,"LINESTRING (106.6599962 10.7403219, 106.6601738 10.7403023, 106.6603374 10.7402759, 106.6604501 10.7403313, 106.6605085 10.740354)",,,,,,,,,
366377032,5750857547,0,32583177,tertiary,Lưu Hữu Phước,False,False,41.907135054110796,"LINESTRING (106.6298803 10.7159432, 106.6296373 10.7156516)",,2,,,,,,,
366377032,5750857570,0,32583177,tertiary,Lưu Hữu Phước,False,True,38.61497300843945,"LINESTRING (106.6298803 10.7159432, 106.630108 10.7162088)",,2,,,,,,,
366377032,366373884,0,32584627,tertiary,Rạch Cát,False,False,127.70740992994396,"LINESTRING (106.6298803 10.7159432, 106.6288257 10.7164385)",,2,,,,,,,
366377079,5738267315,0,604847584,residential,,False,False,48.800398504837204,"LINESTRING (106.7645969 10.779405, 106.7650375 10.7794776)",,,,,,,,,
366377079,5738267344,0,32579930,residential,Đường Số 10,False,False,35.15514461721155,"LINESTRING (106.7645969 10.779405, 106.7645336 10.7795756, 106.7645248 10.7797099)",,,,,,,,,
366377079,366422213,0,32579930,residential,Đường Số 10,False,True,109.94858126079356,"LINESTRING (106.7645969 10.779405, 106.7647068 10.779145, 106.764915 10.7787781, 106.76506 10.7785287)",,,,,,,,,
366377293,5773531394,0,32579148,residential,Hẻm 27 Điện Biên Phủ,False,True,51.04292149177275,"LINESTRING (106.6989396 10.795057, 106.6993993 10.7949745)",,,,,,,,,
366377293,5773531405,0,609552198,service,Hẻm 27/113 Điện Biên Phủ,False,False,28.208607772485884,"LINESTRING (106.6989396 10.795057, 106.6988407 10.7950127, 106.6986931 10.794989)",,,alley,,,,,,
366377293,5773531424,0,1345038090,residential,Hẻm 27 Điện Biên Phủ,False,True,38.23449534072115,"LINESTRING (106.6989396 10.795057, 106.6989573 10.7951577, 106.6990222 10.7953908)",,,,,,,,,
366377295,11975209477,0,466371245,secondary,Phạm Phú Thứ,False,True,7.325016426589969,"LINESTRING (106.6450043 10.7425566, 106.6450372 10.7424992)",50,2,,,,,,,
366377295,11975209476,0,721734661,secondary,Phạm Phú Thứ,False,False,4.990110419308322,"LINESTRING (106.6450043 10.7425566, 106.6449786 10.7425937)",,2,,,,,,,
366377295,5764874734,0,721734662,tertiary,Đường Gia Phú,False,True,28.54246583618268,"LINESTRING (106.6450043 10.7425566, 106.6452288 10.7426879)",,,,,,,,,
366377989,366386873,0,32577666,service,,False,False,50.43157253422271,"LINESTRING (106.6634864 10.7477542, 106.6636437 10.7473278)",,1,alley,,,,,,
366377989,6449959665,0,79193402,tertiary,Đường Tùng Thiện Vương,False,False,23.255903842173858,"LINESTRING (106.6634864 10.7477542, 106.6636883 10.7478205)",50,2,,,,,,,
366377989,5814352041,0,79193402,tertiary,Đường Tùng Thiện Vương,False,True,12.27679764445803,"LINESTRING (106.6634864 10.7477542, 106.663379 10.7477217)",50,2,,,,,,,
366378008,366478257,0,32587327,secondary,Nguyễn Văn Hưởng,False,True,50.040010720539236,"LINESTRING (106.7263224 10.8141687, 106.7265391 10.8145652)",50,4,,,,,,,
366378008,2634534516,0,1255969537,residential,Đường Số 40,False,False,101.36963755217434,"LINESTRING (106.7263224 10.8141687, 106.7255101 10.8146097)",,,,,,,,,
366378008,5737751072,0,32586611,residential,Đường Số 40,False,True,97.1365493912568,"LINESTRING (106.7263224 10.8141687, 106.7268596 10.8137927, 106.7270556 10.813675)",50,,,,,,,,
366378008,2654781894,0,32587327,secondary,Nguyễn Văn Hưởng,False,False,64.12936834573313,"LINESTRING (106.7263224 10.8141687, 106.7262827 10.8140947, 106.7260975 10.8136364)",50,4,,,,,,,
366378120,2783206410,0,32585701,tertiary,Đường Lê Bôi,False,False,55.894086696583116,"LINESTRING (106.6268768 10.7071293, 106.6266536 10.706677)",,2,,,,,,,
366378120,6754224737,0,32585701,tertiary,Đường Lê Bôi,False,True,12.478900374587026,"LINESTRING (106.6268768 10.7071293, 106.6269268 10.7072302)",,2,,,,,,,
366378120,6698601364,0,273472801,residential,Đường 3419 Phạm Thế Hiển,False,True,69.24759760526211,"LINESTRING (106.6268768 10.7071293, 106.6263074 10.7074028)",,,,,,,,,
366378323,5674570695,0,32576278,tertiary,Đường Bùi Huy Bích,False,True,63.61508090709209,"LINESTRING (106.6522265 10.7424604, 106.6525174 10.7419648)",,2,,,,,,,
366378323,2040317219,0,32576278,tertiary,Đường Bùi Huy Bích,False,False,175.69821411350188,"LINESTRING (106.6522265 10.7424604, 106.651945 10.742945, 106.6518049 10.7430903, 106.6516417 10.7432071, 106.6515341 10.7433774, 106.6514966 10.7434581, 106.6514846 10.7435331, 106.6514811 10.7436124, 106.6514837 10.7436905, 106.6514877 10.7437426, 106.6514918 10.7437912)",,2,,,,,,,
366378323,4202267083,0,1268643594,residential,Đường Tuy Lý Vương,False,False,36.90007835880944,"LINESTRING (106.6522265 10.7424604, 106.6523004 10.7425024, 106.6525247 10.7426161)",,2,,,,,,,
366378659,5814337690,0,1186169041,secondary,Nguyễn Biểu,False,True,14.500798842602334,"LINESTRING (106.6842732 10.7538468, 106.6842837 10.7539768)",50,1,,,,,,,
366378659,9570280013,0,795077199,secondary,Nguyễn Biểu,False,False,94.42859451916898,"LINESTRING (106.6842732 10.7538468, 106.684194 10.7536656, 106.6840378 10.7530319)",50,1,,,,,,,
366378659,6775578737,0,"[795134731, 795134734]",secondary,"['Cầu Chữ Y', 'Đường Nguyễn Biểu']",False,False,333.1005299684315,"LINESTRING (106.6842732 10.7538468, 106.6842492 10.7536504, 106.6836205 10.7509216)",50,"['2', '1']",,,yes,,,,
366378835,5881087219,0,961620961,residential,Thái Ly,False,False,15.217279138882956,"LINESTRING (106.7301744 10.8056696, 106.7300421 10.8056267)",,,,,,,,,
366378835,9781196517,0,961620961,residential,Thái Ly,False,True,10.87436456674674,"LINESTRING (106.7301744 10.8056696, 106.7302679 10.8057032)",,,,,,,,,
366378835,3664000415,0,362003505,residential,Đường Số 43,False,False,171.87193607144664,"LINESTRING (106.7301744 10.8056696, 106.7299192 10.8066368, 106.7298284 10.8070081, 106.7296644 10.806974)",,,,,,,,,
366378988,2686613215,0,55066131,tertiary,Cầu Trần Khánh Dư,False,False,64.23047159864166,"LINESTRING (106.690656 10.7960852, 106.6907408 10.7955136)",,,,,yes,,,,
366378988,2686613220,0,1174904318,tertiary,Trường Sa,False,False,7.910159330980924,"LINESTRING (106.690656 10.7960852, 106.6907275 10.7960965)",,,,,,,,,
366378988,712140207,0,795548494,tertiary,Trường Sa,False,True,92.98762263453963,"LINESTRING (106.690656 10.7960852, 106.6898616 10.7959786, 106.6898181 10.7960019)",,,,,,,,,
366379201,366426921,0,32586135,residential,Đường Số 6,False,False,99.60495543712531,"LINESTRING (106.7346394 10.7935659, 106.73494 10.7944116)",,,,,,,,,
366379201,2496923900,0,32582823,residential,,False,True,29.582487822375626,"LINESTRING (106.7346394 10.7935659, 106.7346003 10.7934661, 106.7344445 10.7935096)",,,,,,,,,
366379201,2496923789,0,32586134,residential,Đường số 6,False,False,129.3211008830267,"LINESTRING (106.7346394 10.7935659, 106.7349521 10.793449, 106.7350274 10.7936253, 106.7351582 10.794031, 106.7353763 10.7939929)",,,,,,,,,
366379240,7457473869,0,"[233001289, 1190763225]",tertiary,Bến Mễ Cốc,False,"[False, True]",20.485962512216393,"LINESTRING (106.6267289 10.716349, 106.626675 10.7162435, 106.6266501 10.716182)",,2,,,,,,,
366379240,5750857563,0,233001289,tertiary,Bến Mễ Cốc,False,True,137.1880878102957,"LINESTRING (106.6267289 10.716349, 106.6270359 10.7170009, 106.6270607 10.7170517, 106.6272629 10.7174656)",,2,,,,,,,
366379240,5750820541,0,606579966,residential,Hẻm 168 Mễ Cốc,False,False,78.58090875399098,"LINESTRING (106.6267289 10.716349, 106.626775 10.7163285, 106.6273841 10.7160575)",,,,,,,,,
366379307,366471322,0,32575860,residential,Đường Số 2,False,False,58.67932486448018,"LINESTRING (106.6663242 10.7381227, 106.6668139 10.7383395)",,,,,,,,,
366379307,366422719,0,32575860,residential,Đường Số 2,False,True,87.47764877312684,"LINESTRING (106.6663242 10.7381227, 106.6655933 10.7378014)",,,,,,,,,
366379307,2685998056,0,32581666,residential,Đường Số 1,False,True,49.10850965400326,"LINESTRING (106.6663242 10.7381227, 106.6664409 10.7376962)",,,,,,,,,
366379323,1834115957,0,32575869,tertiary,Lê Văn Thịnh,False,True,33.76463475267926,"LINESTRING (106.7688637 10.7800344, 106.768807 10.7797359)",,,,,,,,,
366379323,366437501,0,32575869,tertiary,Lê Văn Thịnh,False,False,119.4028866869356,"LINESTRING (106.7688637 10.7800344, 106.7689667 10.7802304, 106.7694395 10.7807997, 106.7694894 10.7809076)",,,,,,,,,
366379323,5748270130,0,606214902,residential,,False,False,81.82158842525126,"LINESTRING (106.7688637 10.7800344, 106.7687792 10.7800638, 106.7685297 10.7804406, 106.7683393 10.7803748)",,,,,,,,,
366379430,5738009784,0,32575869,tertiary,Lê Văn Thịnh,False,False,23.6137853704814,"LINESTRING (106.7676993 10.7773722, 106.7679118 10.7774112)",,,,,,,,,
366379430,11540050464,0,32575869,tertiary,Lê Văn Thịnh,False,True,51.418527914569545,"LINESTRING (106.7676993 10.7773722, 106.7672295 10.7773433)",,,,,,,,,
366379430,5738009777,0,604806559,residential,,False,False,50.803306332070065,"LINESTRING (106.7676993 10.7773722, 106.7677713 10.7772392, 106.7678833 10.7769534)",,,,,,,,,
366379450,5816976709,0,615078129,service,Hẻm 115 Tùng Thiện Vương,False,False,51.07795650420995,"LINESTRING (106.665162 10.748302, 106.6653146 10.7478678)",,,alley,,,,,,
366379450,6449959631,0,79193402,tertiary,Đường Tùng Thiện Vương,False,False,30.00799078345976,"LINESTRING (106.665162 10.748302, 106.6652804 10.7483393, 106.6654218 10.7483895)",50,2,,,,,,,
366379450,5816976980,0,79193402,tertiary,Đường Tùng Thiện Vương,False,True,63.85078544274659,"LINESTRING (106.665162 10.748302, 106.665068 10.7482741, 106.6646102 10.748113)",50,2,,,,,,,
366379450,6449959642,0,193514954,residential,Đường Nguyễn Quyền,False,False,29.313427292373753,"LINESTRING (106.665162 10.748302, 106.6651529 10.7484037, 106.6651384 10.7485646)",,2,,,,,,,
366380108,6449959672,0,79193402,tertiary,Đường Tùng Thiện Vương,False,False,16.9528607702447,"LINESTRING (106.6620875 10.7472906, 106.6622341 10.7473406)",50,2,,,,,,,
366380108,6449959675,0,79193402,tertiary,Đường Tùng Thiện Vương,False,True,7.321753110285022,"LINESTRING (106.6620875 10.7472906, 106.6620247 10.7472676)",50,2,,,,,,,
366380108,6449959677,0,687983930,service,Hẻm 259 Tùng Thiện Vương,False,False,57.018098680315276,"LINESTRING (106.6620875 10.7472906, 106.6622593 10.7468064)",,,alley,,,,,,
366380192,5775221749,0,79191858,residential,Đường Nguyễn Công Trứ,False,False,16.396080582707338,"LINESTRING (106.7103483 10.7927102, 106.7103018 10.79257)",,,,,,,,,
366380192,5757778746,0,79191858,residential,Đường Nguyễn Công Trứ,False,True,40.299166769443346,"LINESTRING (106.7103483 10.7927102, 106.7104474 10.7930593)",,,,,,,,,
366380192,5775221798,0,609753027,service,Hẻm 82 Nguyễn Công Trứ,False,True,76.30606297977187,"LINESTRING (106.7103483 10.7927102, 106.7105672 10.7926315, 106.7104185 10.7921982)",,,alley,,,,,,
366380602,6447203526,0,32581170,residential,Hẻm 2773 Phạm Thế Hiển,False,True,22.247131368138554,"LINESTRING (106.6367173 10.7211857, 106.6365506 10.7213006)",,,,,,,,,
366380878,6727805060,0,721738755,secondary,Hải Thượng Lãn Ông,False,False,42.46798240265368,"LINESTRING (106.6584267 10.7506687, 106.6588154 10.7506628)",50,3,,,,,,,
366380878,1996745109,0,721738755,secondary,Hải Thượng Lãn Ông,False,True,18.52843340417478,"LINESTRING (106.6584267 10.7506687, 106.6582571 10.7506702)",50,3,,,,,,,
366380878,366416924,0,32584887,residential,Nguyễn An Khương,False,False,139.24160809413615,"LINESTRING (106.6584267 10.7506687, 106.658417 10.7505874, 106.6582881 10.7494239)",50,,,,,,,,
366381001,6772792493,0,330654853,secondary,Hoàng Diệu,False,False,8.437515834518852,"LINESTRING (106.7018856 10.7619609, 106.7019486 10.7620048)",,2,,,,,,,
366381001,6772792491,0,1408698176,secondary,Hoàng Diệu,False,True,11.882636182489865,"LINESTRING (106.7018856 10.7619609, 106.7017965 10.7618996)",,2,,,,,,,
366381001,2032267104,0,1408698177,tertiary,Vĩnh Khánh,False,True,10.919977312313748,"LINESTRING (106.7018856 10.7619609, 106.7018128 10.7620282)",,,,,,,,,
366381001,366404399,0,1408698175,tertiary,Vĩnh Khánh,False,False,46.60482043717285,"LINESTRING (106.7018856 10.7619609, 106.7019275 10.7619269, 106.7022356 10.7617216)",,,,,,,,,
366381209,2156217874,0,205650723,service,Hẻm 941 Trần Xuân Soạn,False,False,26.47654333608922,"LINESTRING (106.6946553 10.7517068, 106.6946574 10.7514687)",,,alley,,,,,,
366381209,366372405,0,1267694077,secondary,Trần Xuân Soạn,False,True,69.03355810406818,"LINESTRING (106.6946553 10.7517068, 106.6944495 10.7517033, 106.6940276 10.7516447)",,2,,,,,,,
366381483,8359738383,0,504577405,tertiary,Đường Số 39,False,False,36.454521840695385,"LINESTRING (106.7678413 10.78373, 106.7681372 10.7838245, 106.7681597 10.7838265)",,,,,,,,,
366381483,5728549242,0,504577405,tertiary,Đường Số 39,False,True,90.70725733233306,"LINESTRING (106.7678413 10.78373, 106.7672408 10.7835625, 106.7670407 10.7835137)",,,,,,,,,
366381483,5738009926,0,604806590,residential,,False,True,64.9840711370319,"LINESTRING (106.7678413 10.78373, 106.7677478 10.7838897, 106.7676915 10.784053, 106.7675467 10.7842309)",,,,,,,,,
366381771,366433080,0,32576600,secondary,Đường Tạ Quang Bửu,False,False,74.7302429610651,"LINESTRING (106.6858274 10.7446235, 106.6852338 10.7442895)",,,,,,,,,
366381771,5762878315,0,32576600,secondary,Đường Tạ Quang Bửu,False,True,23.606674591029748,"LINESTRING (106.6858274 10.7446235, 106.6860218 10.7447162)",,,,,,,,,
366381771,5800735391,0,1137690940,residential,Hẻm 181 Đường Âu Dương Lân,False,True,23.06243920858763,"LINESTRING (106.6858274 10.7446235, 106.685636 10.744711)",,,,,,,,,
366381781,5775221721,0,32588124,residential,Phan Văn Hân,False,False,20.981756463276604,"LINESTRING (106.7084784 10.792187, 106.7083099 10.7922776)",,,,,,,,,
366381781,366417336,0,32588124,residential,Phan Văn Hân,False,True,45.2798420208266,"LINESTRING (106.7084784 10.792187, 106.7088467 10.7920001)",,,,,,,,,
366381781,5775221724,0,609753001,service,Hẻm 45 Phan Văn Hân,False,False,53.63948476268075,"LINESTRING (106.7084784 10.792187, 106.7086797 10.792627)",,,alley,,,,,,
366381792,6447291187,0,614647118,service,Hẻm 245 Ba Đình,False,True,20.121477789247415,"LINESTRING (106.6779348 10.7513651, 106.6779527 10.751185)",,,alley,,,,,,
366381792,6447291181,0,614647133,residential,Đường Ba Đình,False,False,42.205905789895375,"LINESTRING (106.6779348 10.7513651, 106.6783211 10.7513711)",,,,,,,,,
366381792,6447291191,0,614647133,residential,Đường Ba Đình,False,True,33.063643199710306,"LINESTRING (106.6779348 10.7513651, 106.6776374 10.7513099)",,,,,,,,,
366381833,4703235082,0,"[706562598, 706562614, 723879856, 227085622]","['primary_link', 'trunk']",Võ Văn Kiệt,False,"[False, True]",983.0333747566222,"LINESTRING (106.6348015 10.7347847, 106.6347103 10.7347373, 106.6346768 10.734709, 106.634658 10.7346675, 106.6346627 10.7346167, 106.6346835 10.7345502, 106.634723 10.734481, 106.6347626 10.7344306, 106.6347884 10.7344165, 106.634856 10.7344016, 106.6365793 10.7354477, 106.6368767 10.7356984, 106.6364258 10.7354269, 106.6358502 10.73507, 106.6334215 10.7336193, 106.6333231 10.7335585, 106.6324384 10.7330119, 106.6318926 10.7326745, 106.6317961 10.7325468)","['50', '60']","['2', '1']",,,yes,,,,
